price_in_rp,address,facilities,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,electricity,maid_bedrooms,maid_bathrooms,floors,year_built,property_condition,building_orientation,garages,furnishing
3800000000.0,"Sentul City, Bogor","keamanan,  taman, taman, jalur telepon, keamanan",3.0,3.0,287.0,250.0,2,shm - sertifikat hak milik,5500 mah,1,1,2.0,2003.0,,selatan,1,furnished
1800000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan",3.0,2.0,12.0,130.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,2012.0,bagus,selatan,1,semi furnished
19500000000.0,"Sentul City, Bogor"," jalur telepon,  kolam renang, taman, ac,  keamanan",5.0,5.0,1610.0,500.0,6,hgb - hak guna bangunan,11000 mah,1,1,2.0,2017.0,bagus,utara,2,furnished
1100000000.0,"Sentul City, Bogor","jalur telepon, keamanan, one gate system",4.0,3.0,90.0,120.0,0,hgb - hak guna bangunan,2200 mah,0,0,2.0,2014.0,bagus,,0,unfurnished
1150000000.0,"Sentul City, Bogor","playground, kolam ikan, keamanan, wastafel, ac",3.0,2.0,90.0,150.0,1,shm - sertifikat hak milik,5500 mah,0,0,2.0,2016.0,bagus,,0,semi furnished
725000000.0,"Sentul City, Bogor","taman,  keamanan, ac",5.0,4.0,120.0,150.0,0,shm - sertifikat hak milik,1300 mah,0,0,2.0,2015.0,butuh renovasi,utara,0,unfurnished
3800000000.0,"Sentul City, Bogor","tempat jemuran,  kolam renang,  ac, keamanan,  taman, kulkas, wastafel, one gate system,  pemanas air, jalur telepon,  kitchen set",4.0,3.0,287.0,250.0,1,shm - sertifikat hak milik,3500 mah,1,1,2.0,2014.0,bagus,,1,furnished
16500000000.0,"Sentul City, Bogor","jalur telepon, keamanan, wastafel, one gate system",,8.0,2916.0,400.0,6,"lainnya (ppjb,girik,adat,dll)",3500 mah,3,1,3.0,2014.0,bagus,,4,unfurnished
15500000000.0,"Sentul City, Bogor","keamanan, kolam renang,  taman, wastafel, one gate system, ac, jalur telepon",3.0,3.0,1156.0,500.0,0,hgb - hak guna bangunan,4400 mah,1,1,2.0,2015.0,bagus,,3,unfurnished
29000000000.0,"Sentul City, Bogor","tempat jemuran,  ac, kitchen set, keamanan,  taman, wastafel, one gate system, jalur telepon",4.0,4.0,1250.0,700.0,2,shm - sertifikat hak milik,3300 mah,2,2,1.0,2014.0,bagus,,2,unfurnished
14500000000.0,"Sentul City, Bogor","tempat jemuran, keamanan, wastafel, one gate system, ac, jalur telepon",4.0,4.0,886.0,500.0,0,shm - sertifikat hak milik,3300 mah,1,1,2.0,2015.0,,,3,unfurnished
7900000000.0,"Sentul City, Bogor","tempat jemuran,  kolam renang,  ac, kitchen set, keamanan,  cctv,  playground, wastafel, one gate system, jalur telepon",5.0,3.0,630.0,600.0,1,shm - sertifikat hak milik,3500 mah,2,1,2.0,2014.0,bagus,,1,semi furnished
1650000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan",3.0,1.0,232.0,120.0,1,shm - sertifikat hak milik,1300 mah,1,1,1.0,2005.0,butuh renovasi,utara,1,unfurnished
2500000000.0,"Sentul City, Bogor","jalur telepon, keamanan,  taman,  ac",3.0,2.0,315.0,200.0,1,shm - sertifikat hak milik,2200 mah,0,1,2.0,2016.0,bagus,selatan,1,unfurnished
1100000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan,  ac",2.0,2.0,90.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2019.0,bagus,utara,0,semi furnished
1600000000.0,"Sentul City, Bogor"," jalur telepon, jalur telepon, keamanan, taman",2.0,1.0,248.0,100.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2006.0,bagus,selatan,0,unfurnished
1350000000.0,"Sentul City, Bogor","keamanan,  taman, taman, jalur telepon, keamanan",3.0,2.0,108.0,100.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2006.0,bagus,barat,0,semi furnished
3000000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan",3.0,2.0,328.0,160.0,1,hgb - hak guna bangunan,2200 mah,1,1,2.0,2016.0,bagus,selatan,1,semi furnished
850000000.0,"Sentul City, Bogor"," masjid, jalur telepon, taman,  keamanan",2.0,2.0,90.0,65.0,1,shm - sertifikat hak milik,2200 mah,0,0,1.0,2019.0,bagus,selatan,0,unfurnished
1350000000.0,"Sentul City, Bogor"," track lari, jalur telepon, keamanan,  taman",2.0,1.0,211.0,53.0,1,"lainnya (ppjb,girik,adat,dll)",1300 mah,0,0,1.0,2002.0,butuh renovasi,selatan,0,unfurnished
1150000000.0,"Sentul City, Bogor","jalur telepon, keamanan,  taman",3.0,3.0,78.0,100.0,1,shm - sertifikat hak milik,2200 mah,0,0,1.0,2019.0,bagus,utara,0,semi furnished
3950000000.0,"Sentul City, Bogor","jalur telepon, keamanan,  taman",4.0,3.0,328.0,250.0,2,shm - sertifikat hak milik,3300 mah,1,1,2.0,2017.0,bagus,barat,1,semi furnished
5300000000.0,"Sentul City, Bogor"," jalur telepon,  kolam renang,  ac,  taman, track lari, keamanan",4.0,4.0,481.0,250.0,4,shm - sertifikat hak milik,5500 mah,1,0,2.0,2021.0,baru,utara,2,semi furnished
3850000000.0,"Sentul City, Bogor"," jalur telepon, keamanan, kolam renang,  taman",4.0,3.0,224.0,220.0,2,shm - sertifikat hak milik,5500 mah,2,1,2.0,2017.0,bagus,utara,2,furnished
4100000000.0,"Sentul City, Bogor","jalur telepon,  keamanan,  taman, ac",4.0,3.0,488.0,250.0,2,shm - sertifikat hak milik,3300 mah,0,0,2.0,2010.0,bagus,selatan,2,semi furnished
3500000000.0,"Sentul City, Bogor"," jalur telepon, keamanan, taman",2.0,3.0,323.0,220.0,4,shm - sertifikat hak milik,5500 mah,1,1,2.0,2008.0,bagus,timur,0,furnished
3200000000.0,"Sentul City, Bogor"," jalur telepon, keamanan,  taman, ac",3.0,3.0,406.0,250.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,2006.0,bagus,selatan,1,semi furnished
800000000.0,"Sentul City, Bogor"," jalur telepon, taman,  keamanan, ac",3.0,3.0,120.0,120.0,1,shm - sertifikat hak milik,1300 mah,0,1,2.0,2006.0,bagus,utara,0,unfurnished
14500000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan",4.0,4.0,866.0,500.0,4,shm - sertifikat hak milik,5500 mah,1,1,2.0,2017.0,bagus,utara,0,furnished
8500000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan,  kolam renang",5.0,5.0,309.0,600.0,2,shm - sertifikat hak milik,6600 mah,1,1,2.0,2021.0,bagus,selatan,2,unfurnished
3800000000.0,"Sentul City, Bogor"," jalur telepon,  kolam renang,  ac, taman, keamanan",4.0,4.0,315.0,250.0,2,shm - sertifikat hak milik,3500 mah,1,1,2.0,2022.0,baru,barat,1,unfurnished
15500000000.0,"Sentul City, Bogor"," jalur telepon,  ac, kolam renang,  taman, track lari,  keamanan",3.0,4.0,1153.0,500.0,3,shm - sertifikat hak milik,5500 mah,0,1,2.0,2018.0,bagus,barat,1,semi furnished
1700000000.0,"Sentul City, Bogor"," jalur telepon, taman,  keamanan, ac",3.0,3.0,171.0,120.0,1,hgb - hak guna bangunan,3300 mah,1,0,2.0,2009.0,bagus,utara,1,semi furnished
4500000000.0,"Sentul City, Bogor","jalur telepon, keamanan,  taman",4.0,3.0,234.0,240.0,2,shm - sertifikat hak milik,5500 mah,0,1,2.0,2015.0,bagus,selatan,0,furnished
1300000000.0,"Sentul City, Bogor"," jalur telepon, keamanan, taman,  ac",3.0,2.0,176.0,120.0,1,shm - sertifikat hak milik,3300 mah,1,1,1.0,2012.0,sudah renovasi,utara,1,unfurnished
2750000000.0,"Sentul City, Bogor"," jalur telepon, keamanan, taman,  ac",4.0,3.0,220.0,221.0,2,"lainnya (ppjb,girik,adat,dll)",3300 mah,1,1,3.0,2015.0,butuh renovasi,timur,2,unfurnished
2750000000.0,"Sentul City, Bogor"," jalur telepon,  track lari, taman, ac,  keamanan",4.0,3.0,220.0,221.0,2,"lainnya (ppjb,girik,adat,dll)",3500 mah,1,1,3.0,2016.0,bagus,timur,2,unfurnished
2750000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan",4.0,3.0,220.0,221.0,2,"lainnya (ppjb,girik,adat,dll)",3300 mah,1,1,3.0,2014.0,,timur,2,unfurnished
2750000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan",4.0,3.0,220.0,221.0,2,"lainnya (ppjb,girik,adat,dll)",2200 mah,1,1,3.0,2015.0,butuh renovasi,timur,2,unfurnished
2750000000.0,"Sentul City, Bogor"," jalur telepon, keamanan, taman",4.0,3.0,220.0,221.0,2,"lainnya (ppjb,girik,adat,dll)",3300 mah,0,1,3.0,2016.0,butuh renovasi,timur,2,unfurnished
2750000000.0,"Sentul City, Bogor"," jalur telepon, keamanan, taman",4.0,3.0,220.0,221.0,2,"lainnya (ppjb,girik,adat,dll)",2200 mah,1,0,3.0,2015.0,bagus,timur,2,unfurnished
585000000.0,"Sentul City, Bogor","jalur telepon, keamanan,  taman",2.0,2.0,90.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2007.0,bagus,selatan,0,semi furnished
2300000000.0,"Sentul City, Bogor"," jalur telepon,  track lari, taman, ac,  keamanan",3.0,3.0,228.0,200.0,0,shm - sertifikat hak milik,3300 mah,1,1,2.0,2009.0,bagus sekali,utara,1,semi furnished
2500000000.0,"Sentul City, Bogor"," jalur telepon,  track lari, taman, ac,  keamanan",3.0,3.0,230.0,200.0,1,shm - sertifikat hak milik,3300 mah,1,1,2.0,2006.0,bagus sekali,selatan,1,semi furnished
4400000000.0,"Sentul City, Bogor"," track lari,  taman, ac, jalur telepon,  keamanan",4.0,4.0,234.0,200.0,1,shm - sertifikat hak milik,4400 mah,1,1,2.0,2019.0,bagus sekali,selatan,1,furnished
1800000000.0,"Sentul City, Bogor"," jalur telepon,  track lari, ac, taman,  keamanan",3.0,3.0,120.0,100.0,1,shm - sertifikat hak milik,3300 mah,1,1,2.0,2009.0,bagus sekali,selatan,0,semi furnished
675000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  track lari, taman, keamanan",2.0,1.0,108.0,53.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2014.0,bagus sekali,barat,0,unfurnished
14500000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  kolam renang,  taman, track lari, keamanan",4.0,4.0,2200.0,700.0,4,shm - sertifikat hak milik,5500 mah,1,1,2.0,2009.0,bagus sekali,selatan,1,semi furnished
2300000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  track lari, taman, keamanan",4.0,3.0,216.0,180.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,2015.0,bagus sekali,selatan,1,unfurnished
4700000000.0,"Sentul City, Bogor"," track lari,  kolam renang,  taman, ac, jalur telepon,  keamanan",4.0,4.0,300.0,250.0,2,shm - sertifikat hak milik,3500 mah,1,1,3.0,2021.0,baru,utara,1,unfurnished
1600000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  taman, track lari, keamanan",2.0,1.0,180.0,100.0,2,shm - sertifikat hak milik,3300 mah,1,1,1.0,2007.0,bagus sekali,utara,1,semi furnished
14500000000.0,"Sentul City, Bogor"," jalur telepon,  track lari, ac, taman,  keamanan",4.0,4.0,866.0,400.0,4,shm - sertifikat hak milik,3300 mah,1,1,2.0,2011.0,bagus sekali,utara,1,semi furnished
5500000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  kolam renang,  taman, track lari, keamanan",4.0,4.0,313.0,250.0,2,shm - sertifikat hak milik,1300 mah,1,1,2.0,2012.0,bagus sekali,timur,1,furnished
5500000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  kolam renang,  taman, track lari, keamanan",4.0,4.0,313.0,250.0,2,shm - sertifikat hak milik,1300 mah,1,1,2.0,2012.0,bagus sekali,timur,1,furnished
1700000000.0,"Sentul City, Bogor"," track lari,  taman, ac, jalur telepon,  keamanan",3.0,3.0,120.0,120.0,2,shm - sertifikat hak milik,2200 mah,1,1,2.0,2021.0,baru,selatan,0,unfurnished
4350000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  track lari, taman, keamanan",4.0,3.0,600.0,250.0,4,shm - sertifikat hak milik,2200 mah,1,1,3.0,2006.0,bagus sekali,utara,2,unfurnished
2900000000.0,"Sentul City, Bogor"," track lari,  kolam renang, ac, jalur telepon,  keamanan",4.0,3.0,315.0,250.0,2,shm - sertifikat hak milik,3300 mah,1,1,1.0,2009.0,bagus sekali,utara,2,semi furnished
3500000000.0,"Sentul City, Bogor"," jalur telepon, kolam renang,  cctv, taman,  keamanan",2.0,3.0,323.0,250.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,2007.0,bagus sekali,timur,1,furnished
4700000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  track lari,  kolam renang, taman, keamanan",4.0,4.0,300.0,250.0,1,shm - sertifikat hak milik,4400 mah,1,1,2.0,2021.0,bagus sekali,utara,1,semi furnished
1700000000.0,"Sentul City, Bogor"," track lari,  taman, ac, jalur telepon,  keamanan",3.0,3.0,108.0,160.0,1,shm - sertifikat hak milik,3300 mah,1,1,2.0,2021.0,baru,barat,1,unfurnished
19500000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  track lari,  kolam renang, taman, cctv,  keamanan",5.0,5.0,1610.0,400.0,8,hgb - hak guna bangunan,5500 mah,2,2,2.0,2010.0,bagus,utara,2,semi furnished
800000000.0,"Sentul City, Bogor"," ac,  taman, track lari, jalur telepon,  keamanan",3.0,3.0,120.0,100.0,1,shm - sertifikat hak milik,1300 mah,1,1,2.0,2005.0,bagus sekali,utara,1,semi furnished
20000000000.0,"Sentul City, Bogor"," jalur telepon,  taman, ac, track lari,  masjid,  keamanan",2.0,3.0,1250.0,250.0,1,shm - sertifikat hak milik,lainnya mah,1,0,1.0,,bagus,,1,furnished
1150000000.0,"Sentul City, Bogor"," jalur telepon,  taman, ac, track lari,  keamanan",3.0,2.0,90.0,120.0,1,shm - sertifikat hak milik,2200 mah,1,1,2.0,2017.0,bagus sekali,selatan,1,semi furnished
16500000000.0,"Sentul City, Bogor"," ac, wastafel, ac, jalur telepon, keamanan",,8.0,2916.0,400.0,6,"lainnya (ppjb,girik,adat,dll)",3500 mah,3,1,3.0,2015.0,bagus,,4,unfurnished
3200000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan",3.0,2.0,403.0,145.0,1,shm - sertifikat hak milik,3300 mah,0,1,2.0,2014.0,bagus,,0,unfurnished
15000000000.0,"Sentul City, Bogor"," ac,  track lari, taman,  masjid, jalur telepon,  keamanan",5.0,4.0,1023.0,401.0,2,shm - sertifikat hak milik,lainnya mah,1,1,2.0,,bagus sekali,,2,furnished
3800000000.0,"Sentul City, Bogor"," kolam renang,  ac, taman, jalur telepon,  keamanan",4.0,3.0,287.0,250.0,1,shm - sertifikat hak milik,3500 mah,1,1,2.0,2014.0,bagus,,2,furnished
15000000000.0,"Sentul City, Bogor"," ac,  track lari, taman,  masjid, jalur telepon,  keamanan",5.0,4.0,1023.0,401.0,2,shm - sertifikat hak milik,lainnya mah,1,1,2.0,,bagus sekali,,2,furnished
3800000000.0,"Sentul City, Bogor"," kolam renang,  ac, taman, jalur telepon,  keamanan",4.0,3.0,287.0,250.0,1,shm - sertifikat hak milik,3500 mah,1,1,2.0,2014.0,bagus,,2,furnished
4900000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  track lari, track lari, masjid, keamanan,  taman, taman, ac,  masjid, jalur telepon, keamanan",4.0,3.0,664.0,300.0,2,hgb - hak guna bangunan,lainnya mah,1,1,2.0,,bagus,,0,furnished
15500000000.0,"Sentul City, Bogor"," jalur telepon, keamanan,  kolam renang, ac",3.0,3.0,1156.0,500.0,2,hgb - hak guna bangunan,4400 mah,1,1,2.0,2014.0,,,0,unfurnished
14500000000.0,"Sentul City, Bogor"," jalur telepon, keamanan, ac",4.0,4.0,886.0,500.0,2,shm - sertifikat hak milik,3300 mah,1,1,2.0,2015.0,bagus,,0,unfurnished
2850000000.0,"Sentul City, Bogor"," jalur telepon,  taman, ac, track lari,  masjid,  keamanan",3.0,2.0,323.0,200.0,1,shm - sertifikat hak milik,lainnya mah,0,1,2.0,,bagus,,0,unfurnished
15500000000.0,"Sentul City, Bogor","jalur telepon, taman,  keamanan,  kolam renang",6.0,6.0,1118.0,600.0,2,hgb - hak guna bangunan,5500 mah,1,1,2.0,2021.0,baru,,2,unfurnished
2500000000.0,"Sentul City, Bogor"," jalur telepon, taman,  keamanan, ac",5.0,5.0,120.0,235.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,timur laut,0,furnished
3500000000.0,"Sentul City, Bogor"," jalur telepon,  kolam renang, taman, ac,  keamanan",3.0,4.0,323.0,300.0,0,shm - sertifikat hak milik,5500 mah,0,0,2.0,2019.0,bagus,timur laut,0,furnished
585000000.0,"Sentul City, Bogor"," ac,  track lari, taman,  masjid, jalur telepon,  keamanan",2.0,2.0,60.0,120.0,1,shm - sertifikat hak milik,lainnya mah,0,0,2.0,,bagus sekali,,0,furnished
1900000000.0,"Sentul City, Bogor","jalur telepon, keamanan",4.0,3.0,379.0,250.0,2,shm - sertifikat hak milik,3300 mah,1,1,2.0,2011.0,butuh renovasi,,0,unfurnished
6300000000.0,"Sentul City, Bogor"," kolam renang,  taman, track lari,  masjid, jalur telepon,  keamanan",5.0,4.0,710.0,612.0,4,shm - sertifikat hak milik,3500 mah,2,1,2.0,2010.0,bagus,barat daya,4,unfurnished
3500000000.0,"Sentul City, Bogor"," jalur telepon,  ac,  track lari,  kolam renang, masjid, taman,  keamanan",2.0,3.0,300.0,250.0,2,shm - sertifikat hak milik,3500 mah,1,1,2.0,2015.0,bagus sekali,timur,0,furnished
495000000.0,"Sentul City, Bogor","keamanan, taman",2.0,1.0,81.0,50.0,0,shm - sertifikat hak milik,1300 mah,0,0,1.0,2017.0,bagus,,0,unfurnished
4500000000.0,"Sentul City, Bogor"," track lari,  kolam renang,  ac,  cctv, taman,  masjid, keamanan",4.0,3.0,663.0,250.0,2,shm - sertifikat hak milik,2200 mah,1,1,2.0,2020.0,bagus,,0,furnished
4700000000.0,"Sentul City, Bogor","tempat jemuran, jalur telepon, keamanan",4.0,4.0,181.0,179.0,2,"lainnya (ppjb,girik,adat,dll)",3300 mah,1,1,2.0,2021.0,baru,,0,unfurnished
5750000000.0,"Sentul City, Bogor"," track lari, track lari, masjid, keamanan,  taman, taman,  masjid, keamanan",5.0,4.0,710.0,612.0,2,hgb - hak guna bangunan,3500 mah,2,1,3.0,,bagus sekali,,2,unfurnished
300000000.0,"Cileungsi, Bogor","taman,  masjid,  cctv,  jalur telepon, keamanan,  ac,  track lari",2.0,1.0,60.0,36.0,0,shm - sertifikat hak milik,2200 mah,0,0,1.0,2022.0,bagus sekali,selatan,0,unfurnished
630000000.0,"Cileungsi, Bogor","taman, tempat jemuran, keamanan",2.0,1.0,84.0,70.0,1,shm - sertifikat hak milik,2200 mah,0,0,1.0,,bagus,timur,0,unfurnished
1680000000.0,"Cileungsi, Bogor","taman, keamanan",3.0,2.0,200.0,90.0,0,hgb - hak guna bangunan,2200 mah,1,0,1.0,,,,1,unfurnished
630000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,84.0,70.0,0,shm - sertifikat hak milik,1300 mah,0,0,1.0,,,,1,unfurnished
599000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,72.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,barat laut,0,unfurnished
890000000.0,"Cileungsi, Bogor","taman, keamanan,  track lari,  ac",2.0,2.0,60.0,55.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2019.0,bagus sekali,selatan,0,furnished
810000000.0,"Cileungsi, Bogor","keamanan, tempat jemuran, taman",2.0,1.0,90.0,45.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,selatan,0,unfurnished
630000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,84.0,70.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,timur,0,unfurnished
599000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,72.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,barat laut,0,unfurnished
600000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,72.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,barat laut,0,unfurnished
1200000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,3.0,98.0,78.0,0,shm - sertifikat hak milik,2200 mah,1,0,2.0,,,,1,unfurnished
499000000.0,"Cileungsi, Bogor","taman, tempat jemuran, keamanan",2.0,1.0,60.0,30.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,,0,unfurnished
810000000.0,"Cileungsi, Bogor","keamanan, tempat jemuran, taman",2.0,1.0,90.0,45.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,selatan,0,unfurnished
810000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,90.0,45.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,selatan,0,unfurnished
630000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,84.0,70.0,0,shm - sertifikat hak milik,1300 mah,0,0,1.0,,,,1,unfurnished
599000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,72.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,barat laut,0,unfurnished
810000000.0,"Cileungsi, Bogor","keamanan, tempat jemuran, taman",2.0,1.0,90.0,45.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,selatan,0,unfurnished
630000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,84.0,70.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,,timur,1,unfurnished
599000000.0,"Cileungsi, Bogor","taman, keamanan",2.0,1.0,72.0,60.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,barat laut,1,unfurnished
351000000.0,"Cileungsi, Bogor","taman,  taman, track lari,  cctv, track lari, cctv, keamanan",2.0,1.0,60.0,32.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2022.0,baru,barat,0,unfurnished
325000000.0,"Cileungsi, Bogor","taman,  kolam renang, keamanan,  taman,  lapangan basket,  track lari,  lapangan voli, masjid,  lapangan bulu tangkis,  akses parkir,  playground,  tempat gym, wastafel,  one gate system, lapangan bola, tempat jemuran, lapangan tenis,  tempat laundry",2.0,1.0,90.0,38.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2016.0,baru,selatan,0,unfurnished
245000000.0,"Cileungsi, Bogor"," kolam renang, taman, masjid,  keamanan,  track lari",2.0,1.0,36.0,72.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,sudah renovasi,barat,0,unfurnished
1350000000.0,"Cileungsi, Bogor","taman, keamanan,  masjid,  cctv, masjid, kitchen set,  ac, ac,  keamanan,  one gate system, track lari, wastafel,  track lari",3.0,2.0,94.0,96.0,1,shm - sertifikat hak milik,2200 mah,0,0,1.0,2022.0,baru,timur,0,semi furnished
250000000.0,"Cileungsi, Bogor","jalur telepon,  track lari,  lapangan bulu tangkis, lapangan tenis,  tempat laundry,  lapangan basket,  cctv, masjid,  one gate system, wastafel,  playground, lapangan bola, keamanan,  kolam renang,  taman,  lapangan voli,  akses parkir,  tempat gym, tempat jemuran",1.0,1.0,72.0,22.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,bagus,selatan,1,unfurnished
375000000.0,"Cileungsi, Bogor","jalur telepon,  track lari,  lapangan bulu tangkis, lapangan tenis,  tempat laundry,  lapangan basket,  cctv, masjid,  one gate system, wastafel,  playground, lapangan bola, keamanan,  kolam renang,  taman,  lapangan voli,  akses parkir,  tempat gym, tempat jemuran",3.0,2.0,112.0,68.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,,sudah renovasi,timur,1,unfurnished
975000000.0,"Cileungsi, Bogor","keamanan,  kolam renang,  taman, jalur telepon,  lapangan basket,  lapangan voli,  track lari,  cctv, masjid,  lapangan bulu tangkis,  akses parkir,  playground,  tempat gym,  one gate system, lapangan bola, tempat jemuran, lapangan tenis,  tempat laundry",3.0,2.0,200.0,100.0,2,shm - sertifikat hak milik,1300 mah,1,0,1.0,,bagus,,2,unfurnished
325000000.0,"Cileungsi, Bogor"," track lari,  lapangan bulu tangkis, lapangan tenis,  tempat laundry,  masjid,  lapangan basket,  cctv, masjid,  one gate system, kolam renang,  playground, lapangan bola,  track lari, taman, keamanan,  kolam renang,  taman,  lapangan voli,  akses parkir,  tempat gym,  keamanan",2.0,1.0,72.0,60.0,1,hgb - hak guna bangunan,1300 mah,0,0,1.0,2022.0,baru,timur,1,unfurnished
1450000000.0,"Cileungsi, Bogor","jalur telepon,  track lari,  lapangan bulu tangkis, lapangan tenis,  tempat laundry,  lapangan basket,  cctv, masjid,  one gate system,  playground, lapangan bola, keamanan,  kolam renang,  taman,  lapangan voli,  akses parkir, ac,  tempat gym, tempat jemuran",3.0,2.0,105.0,100.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,,bagus,,0,semi furnished
1450000000.0,"Cileungsi, Bogor",ac,3.0,2.0,105.0,100.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,,bagus,,0,semi furnished
500000000.0,"Cileungsi, Bogor"," jalur telepon,  taman, ac, taman, ac,  masjid, cctv, jalur telepon,  keamanan",3.0,2.0,60.0,51.0,2,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,timur,2,unfurnished
1500000000.0,"Cileungsi, Bogor","tempat jemuran, masjid, keamanan,  taman, taman",2.0,1.0,120.0,79.0,0,shm - sertifikat hak milik,3300 mah,0,0,2.0,2017.0,bagus,timur laut,1,unfurnished
359000000.0,"Cileungsi, Bogor"," track lari, masjid, kolam renang,  taman,  keamanan",3.0,2.0,90.0,75.0,1,hgb - hak guna bangunan,1300 mah,0,0,1.0,2022.0,bagus sekali,utara,0,
350000000.0,"Cileungsi, Bogor"," track lari, taman,  masjid, jalur telepon,  keamanan",2.0,1.0,60.0,38.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2022.0,baru,timur,0,unfurnished
168000000.0,"Cileungsi, Bogor"," track lari, taman,  masjid, jalur telepon,  keamanan",2.0,1.0,60.0,29.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2022.0,baru,timur,0,unfurnished
195000000.0,"Cileungsi, Bogor"," jalur telepon,  track lari,  kolam renang, masjid,  taman, keamanan",2.0,1.0,72.0,21.0,1,hgb - hak guna bangunan,1300 mah,0,0,1.0,,bagus,,1,unfurnished
280000000.0,"Cileungsi, Bogor"," jalur telepon,  kolam renang,  taman, track lari,  masjid, keamanan",2.0,1.0,90.0,36.0,1,hgb - hak guna bangunan,1300 mah,0,0,1.0,,bagus,timur,1,unfurnished
530000000.0,"Cileungsi, Bogor"," kolam renang, taman, track lari,  masjid,  keamanan",2.0,1.0,60.0,30.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2022.0,baru,,0,unfurnished
493000000.0,"Cileungsi, Bogor"," masjid,  track lari, keamanan, taman",1.0,1.0,60.0,23.0,1,shm - sertifikat hak milik,1300 mah,0,0,1.0,2022.0,baru,,0,unfurnished
130000000.0,"Cileungsi, Bogor"," track lari,  kolam renang, taman,  masjid, jalur telepon,  keamanan",2.0,1.0,150.0,45.0,2,hgb - hak guna bangunan,1300 mah,0,0,1.0,,bagus sekali,,2,unfurnished
