price_in_rp,address,facilities,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,certificate,electricity,maid_bedrooms,maid_bathrooms,floors,year_built,property_condition,building_orientation,garages,furnishing
1550000000.0,"Meruya, Jakarta Barat",keamanan,3.0,3.0,60.0,85.0,3,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,
1850000000.0,"Meruya, Jakarta Barat","taman, tempat jemuran, keamanan, keamanan",3.0,3.0,80.0,120.0,3,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,
2150000000.0,"Meruya, Jakarta Barat","taman, tempat jemuran, keamanan, keamanan",3.0,3.0,125.0,150.0,3,shm - sertifikat hak milik,2200 mah,1,1,2.0,2022.0,baru,,0,
1850000000.0,"Meruya, Jakarta Barat","taman, tempat jemuran, keamanan, keamanan",3.0,3.0,80.0,120.0,3,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,
2150000000.0,"Meruya, Jakarta Barat","taman, tempat jemuran, keamanan, keamanan",3.0,3.0,125.0,150.0,3,shm - sertifikat hak milik,2200 mah,1,1,2.0,2022.0,baru,,0,
2300000000.0,"Meruya, Jakarta Barat","taman, one gate system, tempat jemuran, keamanan",3.0,3.0,125.0,150.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,
2300000000.0,"Meruya, Jakarta Barat","taman, tempat jemuran, wastafel",3.0,3.0,125.0,150.0,2,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,
3200000000.0,"Meruya, Jakarta Barat","taman, ac, ac,  keamanan, track lari,  track lari",4.0,3.0,250.0,239.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,2022.0,bagus sekali,,1,unfurnished
1950000000.0,"Meruya, Jakarta Barat","taman, playground, keamanan,  tempat laundry",3.0,3.0,125.0,149.0,2,shm - sertifikat hak milik,2200 mah,1,1,2.0,2022.0,baru,,2,unfurnished
408000000.0,"Utan Kayu, Jakarta Timur","taman, keamanan,  one gate system, keamanan, cctv,  taman",2.0,1.0,18.0,35.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,barat,0,unfurnished
495000000.0,"Utan Kayu, Jakarta Timur",keamanan,2.0,1.0,17.0,33.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,unfurnished
418000000.0,"Utan Kayu, Jakarta Timur","keamanan, keamanan, cctv",2.0,1.0,18.0,35.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,selatan,0,unfurnished
495000000.0,"Utan Kayu, Jakarta Timur",keamanan,2.0,1.0,17.0,33.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,unfurnished
330000000.0,"Utan Kayu, Jakarta Timur",keamanan,1.0,1.0,15.0,28.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,,0,unfurnished
418000000.0,"Utan Kayu, Jakarta Timur","cctv, keamanan",2.0,1.0,18.0,35.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,selatan,0,unfurnished
418000000.0,"Utan Kayu, Jakarta Timur","taman, one gate system, ac, keamanan",2.0,2.0,18.0,33.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,selatan,0,unfurnished
1400000000.0,"Green Lake City, Jakarta Barat","taman,  kolam renang,  track lari, jalur telepon,  keamanan, keamanan, ac, ac, track lari,  taman",2.0,2.0,60.0,87.0,0,hgb - hak guna bangunan,4400 mah,1,0,2.0,2013.0,bagus,utara,0,unfurnished
2900000000.0,"Green Lake City, Jakarta Barat",keamanan,3.0,3.0,120.0,120.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,,,,0,
5400000000.0,"Green Lake City, Jakarta Barat",ac,4.0,3.0,180.0,250.0,0,shm - sertifikat hak milik,lainnya mah,1,1,2.0,,bagus sekali,,0,furnished
2900000000.0,"Green Lake City, Jakarta Barat",keamanan,3.0,3.0,120.0,120.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,,,,0,
5400000000.0,"Green Lake City, Jakarta Barat",ac,4.0,3.0,180.0,250.0,0,shm - sertifikat hak milik,lainnya mah,1,1,2.0,,bagus sekali,,0,furnished
3200000000.0,"Green Lake City, Jakarta Barat"," kolam renang, taman, ac,  jalur telepon",3.0,4.0,128.0,156.0,0,shm - sertifikat hak milik,4400 mah,1,1,2.0,,bagus sekali,,0,unfurnished
2200000000.0,"Green Lake City, Jakarta Barat"," kolam renang, taman,  jalur telepon, ac,  keamanan,  track lari",3.0,2.0,90.0,100.0,0,shm - sertifikat hak milik,4400 mah,1,1,2.0,,bagus sekali,,0,furnished
5000000000.0,"Green Lake City, Jakarta Barat"," kolam renang,  pemanas air,  taman,  kitchen set, jalur telepon,  track lari,  mesin cuci,  cctv, track lari,  jalur telepon, kulkas,  ac, wastafel,  ac, cctv, tempat jemuran, keamanan, lapangan basket",4.0,3.0,200.0,400.0,2,shm - sertifikat hak milik,7700 mah,1,1,2.0,2018.0,bagus,,0,semi furnished
2400000000.0,"Green Lake City, Jakarta Barat","keamanan,  kolam renang, taman,  playground,  one gate system",3.0,3.0,90.0,120.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,,bagus,,0,semi furnished
3000000000.0,"Green Lake City, Jakarta Barat","keamanan, jalur telepon, kolam renang,  playground,  one gate system, tempat jemuran",3.0,3.0,108.0,156.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,,bagus,,0,semi furnished
4300000000.0,"Green Lake City, Jakarta Barat","taman, kolam renang,  track lari,  keamanan",3.0,3.0,144.0,200.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,2020.0,baru,selatan,0,unfurnished
2700000000.0,"Green Lake City, Jakarta Barat"," kolam renang, taman,  jalur telepon,  keamanan,  ac, cctv,  track lari",2.0,3.0,90.0,120.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,,bagus sekali,timur laut,0,semi furnished
2400000000.0,"Green Lake City, Jakarta Barat","keamanan,  kolam renang, akses parkir,  taman, kitchen set,  ac,  playground, tempat gym,  one gate system, wastafel",3.0,3.0,90.0,110.0,1,shm - sertifikat hak milik,4400 mah,1,1,2.0,2017.0,bagus,utara,0,semi furnished
3950000000.0,"Green Lake City, Jakarta Barat","jalur telepon, kitchen set, ac, ac, tempat jemuran",3.0,3.0,162.0,200.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,2015.0,sudah renovasi,utara,0,semi furnished
3300000000.0,"Green Lake City, Jakarta Barat"," kolam renang, taman, keamanan, track lari, ac,  keamanan,  ac, track lari",4.0,3.0,144.0,147.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,2016.0,bagus,selatan,0,unfurnished
3300000000.0,"Green Lake City, Jakarta Barat"," kolam renang, taman, keamanan, jalur telepon, track lari,  cctv,  jalur telepon, track lari,  keamanan, cctv",3.0,4.0,144.0,147.0,0,,4400 mah,1,1,2.0,2011.0,bagus sekali,utara,0,unfurnished
3100000000.0,"Green Lake City, Jakarta Barat","keamanan, taman, jalur telepon, track lari, wastafel",3.0,2.0,200.0,211.0,1,shm - sertifikat hak milik,4400 mah,1,1,2.0,,bagus,,0,unfurnished
1180000000.0,"Green Lake City, Jakarta Barat"," kolam renang,  taman, jalur telepon, ac,  keamanan,  track lari",2.0,2.0,48.0,76.0,1,shm - sertifikat hak milik,4400 mah,0,0,2.0,,bagus,utara,0,unfurnished
2350000000.0,"Green Lake City, Jakarta Barat","keamanan, taman, jalur telepon, wastafel, track lari, tempat jemuran",3.0,2.0,114.0,110.0,1,shm - sertifikat hak milik,4400 mah,1,1,2.0,,bagus,,0,unfurnished
4900000000.0,"Kalibata, Jakarta Selatan","taman, keamanan, kitchen set, wastafel, tempat jemuran",5.0,3.0,210.0,150.0,3,shm - sertifikat hak milik,lainnya mah,0,0,1.0,,bagus,,0,unfurnished
3200000000.0,"Kalibata, Jakarta Selatan"," taman, jalur telepon,  cctv, kitchen set,  jalur telepon, ac, ac, cctv, tempat jemuran",4.0,3.0,216.0,241.0,1,shm - sertifikat hak milik,3500 mah,1,1,2.0,2019.0,bagus,selatan,1,semi furnished
1600000000.0,"Cakung, Jakarta Timur"," kolam renang, taman, keamanan",2.0,2.0,75.0,67.0,0,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,2.0,,baru,,1,unfurnished
2450000000.0,"Cakung, Jakarta Timur","taman, keamanan,  one gate system, kitchen set, masjid, wastafel, lapangan bulu tangkis, tempat jemuran,  taman",3.0,2.0,180.0,100.0,2,shm - sertifikat hak milik,2200 mah,0,0,2.0,2019.0,bagus,selatan,0,unfurnished
2520000000.0,"Cakung, Jakarta Timur","taman, keamanan",3.0,3.0,180.0,115.0,2,shm - sertifikat hak milik,5500 mah,0,0,1.0,,bagus,,0,unfurnished
1400000000.0,"Cakung, Jakarta Timur","jalur telepon, keamanan,  one gate system, akses parkir,  cctv, track lari, wastafel,  playground, tempat jemuran,  taman",3.0,2.0,77.0,88.0,1,hgb - hak guna bangunan,2200 mah,0,0,3.0,2022.0,baru,,0,unfurnished
2520000000.0,"Cakung, Jakarta Timur","taman, keamanan",3.0,3.0,180.0,115.0,2,shm - sertifikat hak milik,5500 mah,0,0,1.0,,bagus,,0,unfurnished
1400000000.0,"Cakung, Jakarta Timur","keamanan,  taman, akses parkir, jalur telepon,  cctv,  playground, wastafel,  one gate system, track lari, tempat jemuran",3.0,2.0,77.0,88.0,1,hgb - hak guna bangunan,2200 mah,0,0,3.0,2022.0,baru,,0,unfurnished
2520000000.0,"Cakung, Jakarta Timur","taman, keamanan",3.0,3.0,180.0,115.0,2,shm - sertifikat hak milik,5500 mah,0,0,1.0,,bagus,,2,unfurnished
2000000000.0,"Cakung, Jakarta Timur"," kolam renang, taman,  taman, kitchen set,  ac, kolam renang, wastafel, tempat gym,  ac, tempat jemuran, keamanan",3.0,2.0,105.0,85.0,2,hgb - hak guna bangunan,4400 mah,1,1,2.0,2019.0,bagus,timur,0,semi furnished
1550000000.0,"Cakung, Jakarta Timur","taman,  kolam renang, keamanan, jalur telepon,  playground,  one gate system, track lari",3.0,3.0,69.0,74.0,1,,2200 mah,0,0,2.0,2022.0,baru,timur,0,
2600000000.0,"Cakung, Jakarta Timur","keamanan, ac",3.0,3.0,112.0,112.0,2,,lainnya mah,1,1,1.0,,bagus,,0,unfurnished
1700000000.0,"Cakung, Jakarta Timur","keamanan, jalur telepon",2.0,2.0,85.0,60.0,1,"lainnya (ppjb,girik,adat,dll)",2200 mah,0,0,2.0,,baru,utara,1,unfurnished
1050000000.0,"Cakung, Jakarta Timur","taman, keamanan,  taman,  masjid, jalur telepon,  cctv, masjid, kitchen set,  jalur telepon, ac,  akses parkir, ac,  keamanan, tempat jemuran",3.0,2.0,75.0,90.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,timur,2,
2350000000.0,"Cakung, Jakarta Timur"," kolam renang, taman, track lari,  keamanan, track lari",2.0,2.0,90.0,93.0,0,shm - sertifikat hak milik,1300 mah,0,1,2.0,,bagus,,1,
2540000000.0,"Cakung, Jakarta Timur","cctv, ac, keamanan",3.0,4.0,98.0,115.0,0,shm - sertifikat hak milik,3500 mah,1,1,2.0,2020.0,bagus,utara,0,unfurnished
2000000000.0,"Cakung, Jakarta Timur","taman,  kolam renang, akses parkir, keamanan,  taman, kitchen set,  playground, wastafel,  one gate system, tempat jemuran",3.0,2.0,105.0,105.0,1,"lainnya (ppjb,girik,adat,dll)",5500 mah,1,1,2.0,2017.0,baru,timur,0,unfurnished
23100000000.0,"Cipete, Jakarta Selatan","jalur telepon, kolam renang,  taman,  ac",4.0,3.0,1287.0,550.0,4,shm - sertifikat hak milik,7700 mah,2,1,1.0,1990.0,butuh renovasi,utara,2,unfurnished
7390000000.0,"Cipete, Jakarta Selatan","taman, keamanan, ac,  cctv, tempat jemuran,  kolam ikan",4.0,3.0,336.0,250.0,2,shm - sertifikat hak milik,4400 mah,1,1,2.0,2000.0,bagus,barat,2,unfurnished
4100000000.0,"Cipete, Jakarta Selatan","jalur telepon, keamanan, akses parkir, tempat jemuran,  taman",3.0,3.0,110.0,220.0,1,shm - sertifikat hak milik,5500 mah,1,1,3.0,2021.0,baru,timur,1,
8050000000.0,"Cipete, Jakarta Selatan","kolam renang, keamanan,  one gate system, akses parkir, track lari,  playground, tempat jemuran,  taman",4.0,3.0,575.0,264.0,0,shm - sertifikat hak milik,3300 mah,0,0,1.0,,bagus,,0,unfurnished
8050000000.0,"Cipete, Jakarta Selatan","kolam renang, keamanan,  one gate system, akses parkir, track lari,  playground, tempat jemuran,  taman",4.0,3.0,575.0,264.0,0,shm - sertifikat hak milik,3300 mah,0,0,1.0,,bagus,,0,unfurnished
21000000000.0,"Cipete, Jakarta Selatan","taman, kolam renang, akses parkir",4.0,4.0,786.0,450.0,2,shm - sertifikat hak milik,lainnya mah,2,1,1.0,,bagus,,2,unfurnished
5900000000.0,"Cipete, Jakarta Selatan","taman, ac",4.0,3.0,144.0,373.0,1,shm - sertifikat hak milik,4400 mah,2,1,3.0,2021.0,baru,tenggara,2,semi furnished
2600000000.0,"Cipete, Jakarta Selatan","taman,  taman, jalur telepon, ac, ac",4.0,2.0,150.0,200.0,3,shm - sertifikat hak milik,4400 mah,1,1,2.0,2017.0,sudah renovasi,selatan,0,semi furnished
24900000000.0,"Cipete, Jakarta Selatan","taman, ac",7.0,5.0,1300.0,500.0,0,shm - sertifikat hak milik,5500 mah,3,2,2.0,1999.0,butuh renovasi,,4,unfurnished
6250000000.0,"Cipete, Jakarta Selatan"," pemanas air,  taman, akses parkir, jalur telepon,  cctv, masjid, kitchen set,  ac, wastafel, tempat jemuran,  tempat laundry",3.0,2.0,212.0,175.0,2,shm - sertifikat hak milik,4400 mah,1,1,1.0,2019.0,bagus,timur,0,semi furnished
26000000000.0,"Cipete, Jakarta Selatan"," kolam renang,  taman, jalur telepon, tempat jemuran",21.0,21.0,900.0,700.0,2,hgb - hak guna bangunan,lainnya mah,0,0,2.0,,bagus,,0,furnished
26000000000.0,"Cipete, Jakarta Selatan","taman, kolam renang,  jalur telepon,  ac",20.0,20.0,915.0,600.0,10,shm - sertifikat hak milik,2200 mah,1,1,2.0,,bagus sekali,utara,0,furnished
25000000000.0,"Cipete, Jakarta Selatan","taman, keamanan,  jalur telepon,  ac",4.0,4.0,1189.0,600.0,3,shm - sertifikat hak milik,6600 mah,3,2,1.0,1995.0,bagus,,2,semi furnished
18500000000.0,"Cipete, Jakarta Selatan","kolam renang,  cctv, ac,  taman",5.0,4.0,465.0,500.0,2,shm - sertifikat hak milik,16500 mah,2,1,2.0,2013.0,bagus sekali,utara,2,unfurnished
8500000000.0,"Kebayoran Baru, Jakarta Selatan","ac, ac, taman",4.0,2.0,240.0,250.0,3,shm - sertifikat hak milik,7700 mah,1,1,1.0,1980.0,butuh renovasi,timur,1,unfurnished
106000000000.0,"Kebayoran Baru, Jakarta Selatan"," kolam renang,  taman, jalur telepon,  cctv, kitchen set,  ac,  lapangan bulu tangkis, lapangan tenis, wastafel,  keamanan,  ac, cctv, tempat jemuran, lapangan basket",4.0,5.0,1479.0,1000.0,4,shm - sertifikat hak milik,11000 mah,2,2,1.0,2012.0,bagus,selatan,4,unfurnished
40000000000.0,"Kebayoran Baru, Jakarta Selatan","taman, kolam renang",4.0,4.0,522.0,900.0,2,shm - sertifikat hak milik,17600 mah,4,1,2.0,2014.0,bagus,tenggara,2,
32000000000.0,"Kebayoran Baru, Jakarta Selatan","taman, ac,  keamanan",5.0,2.0,597.0,350.0,4,shm - sertifikat hak milik,5500 mah,2,1,1.0,2000.0,bagus,selatan,2,unfurnished
25000000000.0,"Kebayoran Baru, Jakarta Selatan","keamanan,  kolam renang,  taman,  track lari,  cctv, masjid, kitchen set, kolam renang,  akses parkir,  playground, wastafel,  one gate system, lapangan bola, tempat jemuran, lapangan basket,  tempat laundry",4.0,3.0,532.0,408.0,1,shm - sertifikat hak milik,4400 mah,1,1,2.0,2019.0,bagus,selatan,2,unfurnished
175000000000.0,"Kebayoran Baru, Jakarta Selatan"," kolam renang,  taman, jalur telepon,  track lari,  cctv, kitchen set, kolam renang, ac, lapangan tenis,  keamanan,  ac, tempat jemuran,  track lari, lapangan basket",6.0,7.0,1305.0,1200.0,6,shm - sertifikat hak milik,23000 mah,3,2,2.0,2012.0,bagus,selatan,4,semi furnished
2800000000.0,"Kebayoran Baru, Jakarta Selatan","taman, keamanan",4.0,3.0,270.0,282.0,1,shm - sertifikat hak milik,4400 mah,0,0,2.0,,bagus,selatan,0,
10000000000.0,"Kebayoran Baru, Jakarta Selatan","taman, keamanan",4.0,3.0,277.0,452.0,1,shm - sertifikat hak milik,lainnya mah,1,1,2.0,,bagus,selatan,1,
6600000000.0,"Kebayoran Baru, Jakarta Selatan","taman, keamanan,  jalur telepon,  ac",4.0,2.0,204.0,320.0,2,shm - sertifikat hak milik,2200 mah,1,1,2.0,2005.0,bagus,selatan,1,unfurnished
35000000000.0,"Kebayoran Baru, Jakarta Selatan"," taman, jalur telepon, kolam renang,  keamanan,  ac",4.0,5.0,452.0,400.0,3,hgb - hak guna bangunan,16500 mah,2,2,3.0,2006.0,bagus,timur,2,semi furnished
17000000000.0,"Kebayoran Baru, Jakarta Selatan","taman, keamanan, jalur telepon, ac,  keamanan,  ac",6.0,3.0,285.0,350.0,3,shm - sertifikat hak milik,10000 mah,1,1,2.0,2002.0,butuh renovasi,selatan,2,unfurnished
17000000000.0,"Kebayoran Baru, Jakarta Selatan",taman,6.0,3.0,285.0,350.0,3,shm - sertifikat hak milik,10000 mah,1,1,2.0,2010.0,bagus,,2,unfurnished
9750000000.0,"Kebayoran Baru, Jakarta Selatan","taman, jalur telepon,  ac",3.0,2.0,200.0,180.0,1,shm - sertifikat hak milik,3500 mah,1,1,1.0,2000.0,bagus,barat,1,unfurnished
17500000000.0,"Kemang, Jakarta Selatan",one gate system,4.0,4.0,725.0,350.0,0,shm - sertifikat hak milik,6600 mah,0,0,1.0,,bagus,,1,semi furnished
13500000000.0,"Kemang, Jakarta Selatan","kolam renang, taman,  keamanan",4.0,3.0,392.0,350.0,0,shm - sertifikat hak milik,16500 mah,0,0,2.0,,bagus,,2,unfurnished
15000000000.0,"Kemang, Jakarta Selatan","ac, taman,  track lari,  keamanan",3.0,3.0,350.0,250.0,2,shm - sertifikat hak milik,7700 mah,1,1,2.0,,bagus sekali,timur,1,semi furnished
7800000000.0,"Kemang, Jakarta Selatan"," kolam renang, taman, keamanan",4.0,4.0,320.0,250.0,1,shm - sertifikat hak milik,6600 mah,2,1,2.0,2014.0,bagus sekali,selatan,1,semi furnished
15000000000.0,"Kemang, Jakarta Selatan","taman, ac, kitchen set",12.0,7.0,500.0,620.0,5,shm - sertifikat hak milik,10600 mah,4,0,3.0,,bagus,,1,semi furnished
5200000000.0,"Kemang, Jakarta Selatan",taman,5.0,5.0,163.0,255.0,1,shm - sertifikat hak milik,4400 mah,1,1,2.0,2019.0,bagus sekali,utara,1,unfurnished
55000000000.0,"Kemang, Jakarta Selatan","keamanan, taman,  taman, kolam renang, ac,  ac, keamanan",12.0,12.0,2050.0,1500.0,6,shm - sertifikat hak milik,16500 mah,3,3,2.0,2010.0,bagus sekali,barat,6,semi furnished
25000000000.0,"Kemang, Jakarta Selatan","kolam renang,  taman, keamanan",5.0,3.0,855.0,352.0,0,shm - sertifikat hak milik,16500 mah,2,1,1.0,,bagus,,0,unfurnished
23000000000.0,"Kemang, Jakarta Selatan","taman, keamanan, jalur telepon,  jalur telepon, keamanan",4.0,4.0,973.0,1100.0,15,shm - sertifikat hak milik,17600 mah,3,2,2.0,,bagus,utara,2,
35000000000.0,"Kemang, Jakarta Selatan","ac, ac",5.0,5.0,886.0,1200.0,10,shm - sertifikat hak milik,41500 mah,0,0,3.0,,bagus,,0,furnished
16000000000.0,"Kemang, Jakarta Selatan","keamanan,  taman, jalur telepon, track lari,  cctv, kitchen set,  ac, wastafel,  one gate system, cctv, tempat jemuran,  tempat laundry",3.0,3.0,348.0,400.0,2,shm - sertifikat hak milik,7700 mah,2,1,2.0,2019.0,bagus,timur,1,semi furnished
10500000000.0,"Kemang, Jakarta Selatan"," kolam renang,  taman, jalur telepon,  keamanan,  ac, cctv,  track lari",5.0,5.0,230.0,550.0,2,shm - sertifikat hak milik,6600 mah,2,1,3.0,2022.0,baru,utara,4,furnished
13000000000.0,"Kemang, Jakarta Selatan"," kolam renang, taman,  cctv, masjid,  jalur telepon,  keamanan,  ac,  track lari",4.0,4.0,506.0,350.0,2,shm - sertifikat hak milik,7600 mah,2,1,2.0,2022.0,baru,,2,semi furnished
20900000000.0,"Kemang, Jakarta Selatan","taman, tempat jemuran",4.0,3.0,1197.0,500.0,4,shm - sertifikat hak milik,lainnya mah,0,0,1.0,,butuh renovasi,timur,0,unfurnished
14300000000.0,"Kemang, Jakarta Selatan"," taman, jalur telepon,  cctv, kolam renang,  keamanan,  ac",3.0,3.0,404.0,350.0,2,shm - sertifikat hak milik,13200 mah,1,1,2.0,2002.0,bagus,selatan,2,semi furnished
13500000000.0,"Kemang, Jakarta Selatan",kolam renang,4.0,3.0,1080.0,400.0,8,shm - sertifikat hak milik,12700 mah,1,1,1.0,1988.0,butuh renovasi,timur,0,unfurnished
13000000000.0,"Kemang, Jakarta Selatan","taman,  taman, kitchen set, kolam renang, tempat jemuran",4.0,3.0,460.0,550.0,2,shm - sertifikat hak milik,7700 mah,2,1,2.0,,bagus,selatan,2,
8300000000.0,"Kemang, Jakarta Selatan","kolam renang, ac",4.0,4.0,320.0,250.0,0,shm - sertifikat hak milik,7700 mah,2,1,,2014.0,bagus,,2,semi furnished
6800000000.0,"Kemang, Jakarta Selatan","kolam renang, keamanan",4.0,3.0,200.0,250.0,2,shm - sertifikat hak milik,4400 mah,0,0,2.0,,bagus,,0,furnished
9500000000.0,"Kemang, Jakarta Selatan",kolam renang,4.0,3.0,552.0,200.0,2,shm - sertifikat hak milik,lainnya mah,2,1,1.0,,bagus,timur,2,unfurnished
8700000000.0,"Kemang, Jakarta Selatan"," kolam renang, ac, keamanan",4.0,4.0,207.0,360.0,1,shm - sertifikat hak milik,lainnya mah,1,1,2.0,,bagus sekali,,1,furnished
9900000000.0,"Kemang, Jakarta Selatan","kolam renang,  taman, ac",3.0,3.0,315.0,600.0,0,shm - sertifikat hak milik,16500 mah,2,1,3.0,2017.0,bagus,,4,semi furnished
40000000000.0,"Kemang, Jakarta Selatan","taman,  cctv, kolam renang,  keamanan,  ac",4.0,2.0,1592.0,938.0,5,shm - sertifikat hak milik,23000 mah,2,1,2.0,2015.0,bagus sekali,timur,3,semi furnished
19900000000.0,"Kemang, Jakarta Selatan"," pemanas air, akses parkir, jalur telepon,  track lari,  lapangan bulu tangkis,  kitchen set, lapangan tenis,  tempat laundry,  mesin cuci,  cctv, kulkas, wastafel, kolam renang, lapangan bola,  kolam renang,  taman,  ac,  tempat gym, tempat jemuran",4.0,4.0,738.0,950.0,2,shm - sertifikat hak milik,3300 mah,3,2,2.0,1982.0,bagus,selatan,5,unfurnished
25000000000.0,"Kemang, Jakarta Selatan","akses parkir,  taman, jalur telepon, tempat jemuran,  kolam ikan",3.0,3.0,980.0,500.0,1,shm - sertifikat hak milik,lainnya mah,2,0,1.0,,bagus,,2,semi furnished
17500000000.0,"Kemang, Jakarta Selatan"," kolam renang, jalur telepon, ac,  taman",5.0,4.0,1050.0,550.0,4,shm - sertifikat hak milik,7700 mah,2,1,1.0,1990.0,butuh renovasi,timur,2,unfurnished
8650000000.0,"Kemang, Jakarta Selatan"," kolam renang, keamanan,  taman, akses parkir, jalur telepon,  cctv, tempat jemuran,  one gate system,  kolam ikan",4.0,4.0,251.0,300.0,2,shm - sertifikat hak milik,lainnya mah,2,1,2.0,2015.0,bagus,utara,2,semi furnished
34000000000.0,"Kemang, Jakarta Selatan","cctv, kolam renang",4.0,3.0,1100.0,700.0,4,shm - sertifikat hak milik,7600 mah,2,2,2.0,2012.0,bagus sekali,,2,unfurnished
14000000000.0,"Kemang, Jakarta Selatan","taman, keamanan, ac, ac,  keamanan",4.0,4.0,260.0,500.0,2,shm - sertifikat hak milik,10000 mah,2,1,3.0,2022.0,baru,,2,furnished
35000000000.0,"Kemang, Jakarta Selatan"," kolam renang, taman,  taman, jalur telepon,  jalur telepon, kolam renang, ac,  keamanan,  ac, cctv",4.0,4.0,1000.0,600.0,3,shm - sertifikat hak milik,16500 mah,1,0,1.0,,bagus,,2,furnished
27000000000.0,"Kemang, Jakarta Selatan"," kolam renang, taman,  jalur telepon,  ac, keamanan",5.0,5.0,1270.0,800.0,10,shm - sertifikat hak milik,lainnya mah,2,1,2.0,2010.0,bagus sekali,,2,semi furnished
17000000000.0,"Kemang, Jakarta Selatan"," kolam renang, taman, keamanan",4.0,4.0,700.0,350.0,3,shm - sertifikat hak milik,16500 mah,2,1,2.0,,bagus,,2,unfurnished
21000000000.0,"Kemang, Jakarta Selatan"," kolam renang, taman,  cctv,  jalur telepon,  ac, keamanan",6.0,4.0,1080.0,500.0,6,shm - sertifikat hak milik,13200 mah,4,2,2.0,,bagus,utara,2,semi furnished
19700000000.0,"Kemang, Jakarta Selatan"," kolam renang, taman, jalur telepon",4.0,4.0,662.0,405.0,2,shm - sertifikat hak milik,6600 mah,2,1,2.0,,bagus,,2,
25000000000.0,"Kemang, Jakarta Selatan","akses parkir,  taman, jalur telepon, tempat jemuran,  kolam ikan",3.0,3.0,980.0,500.0,1,shm - sertifikat hak milik,lainnya mah,2,0,1.0,,bagus,,2,semi furnished
14000000000.0,"Kemang, Jakarta Selatan","taman,  taman, ac, kolam renang, ac",4.0,5.0,260.0,450.0,1,shm - sertifikat hak milik,lainnya mah,1,1,3.0,,baru,,2,furnished
3200000000.0,"Cinere, Jakarta Selatan",keamanan,3.0,3.0,240.0,280.0,1,,2200 mah,1,1,2.0,,bagus,,0,unfurnished
2520000000.0,"Cinere, Jakarta Selatan","taman, keamanan",4.0,3.0,150.0,200.0,0,shm - sertifikat hak milik,2200 mah,1,0,2.0,,,,1,unfurnished
14000000000.0,"Cempaka Putih, Jakarta Pusat","tempat jemuran, taman, masjid",6.0,3.0,600.0,325.0,2,,4400 mah,2,1,1.0,1995.0,butuh renovasi,utara,2,unfurnished
506000000.0,"Cempaka Putih, Jakarta Pusat","keamanan, taman",2.0,2.0,23.0,43.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,selatan,0,unfurnished
1470000000.0,"Cempaka Putih, Jakarta Pusat","taman, keamanan,  one gate system,  cctv, keamanan",3.0,2.0,36.0,68.0,1,shm - sertifikat hak milik,2200 mah,0,0,3.0,2022.0,baru,utara,0,unfurnished
3800000000.0,"Cempaka Putih, Jakarta Pusat","taman,  masjid,  jalur telepon, keamanan",3.0,3.0,163.0,250.0,2,,4400 mah,1,1,3.0,2017.0,bagus sekali,,1,unfurnished
1300000000.0,"Cempaka Putih, Jakarta Pusat","jalur telepon, ac, ac",3.0,2.0,36.0,64.0,1,shm - sertifikat hak milik,2200 mah,0,0,2.0,,,barat,1,
506000000.0,"Cempaka Putih, Jakarta Pusat","taman, keamanan",2.0,2.0,23.0,43.0,0,shm - sertifikat hak milik,2200 mah,0,0,2.0,2022.0,baru,selatan,0,unfurnished
1470000000.0,"Cempaka Putih, Jakarta Pusat","taman, keamanan",3.0,2.0,36.0,68.0,1,shm - sertifikat hak milik,2200 mah,0,0,3.0,2022.0,baru,utara,0,unfurnished
